price,kms_driven,owner,age,power,brand
30000.0,8250.0,First Owner,3.0,100.0,Bajaj
93100.0,10000.0,First Owner,5.0,200.0,Bajaj
82000.0,4300.0,Second Owner,3.0,150.0,Yamaha
260000.0,3800.0,First Owner,2.0,650.0,Royal Enfield
38000.0,33000.0,First Owner,7.0,125.0,Honda
130000.0,17500.0,Second Owner,4.0,250.0,KTM
118000.0,19000.0,First Owner,4.0,410.0,Royal Enfield
14700.0,10000.0,First Owner,11.0,135.0,Bajaj
85000.0,54000.0,First Owner,6.0,350.0,Royal Enfield
40000.0,27000.0,First Owner,7.0,220.0,Bajaj
50000.0,19000.0,First Owner,6.0,150.0,Yamaha
71800.0,43500.0,First Owner,7.0,350.0,Royal Enfield
71800.0,43500.0,First Owner,7.0,350.0,Royal Enfield
75000.0,11575.0,First Owner,4.0,200.0,Bajaj
1350000.0,190.0,First Owner,1.0,1100.0,Ducati
790000.0,19000.0,First Owner,3.0,765.0,Triumph
47000.0,8600.0,First Owner,4.0,150.0,Bajaj
60000.0,2000.0,First Owner,2.0,150.0,Bajaj
96700.0,5100.0,First Owner,1.0,150.0,Suzuki
31900.0,9000.0,First Owner,5.0,100.0,Hero
35000.0,44480.0,First Owner,13.0,150.0,Bajaj
240000.0,11000.0,First Owner,3.0,390.0,KTM
68000.0,16000.0,First Owner,7.0,250.0,Honda
80000.0,26691.0,First Owner,5.0,200.0,Bajaj
135000.0,45000.0,First Owner,5.0,350.0,Royal Enfield
11100.0,12000.0,Third Owner,12.0,150.0,Bajaj
480000.0,14200.0,First Owner,4.0,600.0,Benelli
65000.0,41000.0,First Owner,3.0,150.0,Suzuki
60000.0,15000.0,First Owner,5.0,150.0,Yamaha
80000.0,12314.0,First Owner,4.0,150.0,Honda
46000.0,11760.0,First Owner,3.0,100.0,Hero
95000.0,22000.0,First Owner,11.0,500.0,Royal Enfield
400000.0,1800.0,First Owner,4.0,650.0,Hyosung
55000.0,4400.0,First Owner,4.0,150.0,Bajaj
63000.0,16000.0,First Owner,5.0,150.0,Yamaha
51000.0,9000.0,First Owner,4.0,150.0,Bajaj
69900.0,8700.0,First Owner,3.0,160.0,TVS
125000.0,1342.0,First Owner,4.0,200.0,Bajaj
210000.0,21000.0,First Owner,6.0,300.0,Benelli
35900.0,19000.0,First Owner,5.0,125.0,Honda
67000.0,13000.0,First Owner,9.0,250.0,Honda
29339.0,12771.0,First Owner,4.0,100.0,Hero
19695.0,51576.0,First Owner,6.0,100.0,Hero
48672.0,608.0,First Owner,2.0,110.0,Hero
40000.0,13680.0,First Owner,9.0,150.0,Honda
500000.0,285.0,First Owner,5.0,600.0,Yamaha
800000.0,3.0,First Owner,3.0,1299.0,Ducati
110000.0,24676.0,First Owner,5.0,410.0,Royal Enfield
92500.0,11000.0,First Owner,6.0,350.0,Royal Enfield
57000.0,28948.0,First Owner,5.0,200.0,Bajaj
72500.0,10000.0,First Owner,10.0,350.0,Royal Enfield
68000.0,16000.0,First Owner,9.0,200.0,KTM
21500.0,10500.0,First Owner,5.0,125.0,TVS
40000.0,20000.0,First Owner,6.0,160.0,TVS
91000.0,18000.0,First Owner,5.0,350.0,Royal Enfield
300000.0,3500.0,First Owner,6.0,750.0,Harley-Davidson
47000.0,70000.0,First Owner,6.0,150.0,Suzuki
53000.0,18158.0,First Owner,6.0,150.0,Suzuki
51000.0,39140.0,First Owner,5.0,150.0,Suzuki
48000.0,27776.0,First Owner,8.0,220.0,Bajaj
55000.0,32734.0,First Owner,6.0,220.0,Bajaj
173300.0,14000.0,First Owner,2.0,410.0,Royal Enfield
77000.0,13000.0,First Owner,8.0,350.0,Royal Enfield
115000.0,5000.0,First Owner,2.0,200.0,Bajaj
36000.0,39500.0,First Owner,7.0,150.0,Bajaj
72000.0,29500.0,First Owner,4.0,220.0,Bajaj
115000.0,14900.0,First Owner,3.0,350.0,Royal Enfield
65000.0,2000.0,First Owner,3.0,125.0,Honda
99000.0,4000.0,First Owner,2.0,150.0,Honda
68500.0,68500.0,Second Owner,7.0,150.0,Yamaha
140000.0,2473.0,First Owner,2.0,150.0,Yamaha
130000.0,9221.0,First Owner,3.0,200.0,KTM
46000.0,37128.0,First Owner,7.0,200.0,Bajaj
30000.0,16166.0,First Owner,6.0,125.0,Hero
116000.0,11716.0,First Owner,3.0,400.0,Bajaj
130000.0,8419.0,First Owner,3.0,350.0,Royal Enfield
98000.0,13459.0,First Owner,5.0,350.0,Royal Enfield
85000.0,14704.0,First Owner,6.0,350.0,Royal Enfield
110000.0,24676.0,First Owner,5.0,410.0,Royal Enfield
173300.0,14000.0,First Owner,2.0,410.0,Royal Enfield
50000.0,9200.0,First Owner,4.0,150.0,Bajaj
100000.0,30294.0,First Owner,5.0,350.0,Royal Enfield
66000.0,19756.0,First Owner,8.0,350.0,Royal Enfield
77000.0,13000.0,First Owner,8.0,350.0,Royal Enfield
92500.0,11000.0,First Owner,6.0,350.0,Royal Enfield
57000.0,28948.0,First Owner,5.0,200.0,Bajaj
72500.0,10000.0,First Owner,10.0,350.0,Royal Enfield
80000.0,12000.0,First Owner,2.0,160.0,Honda
123600.0,7702.0,First Owner,3.0,350.0,Royal Enfield
950000.0,312.0,First Owner,3.0,1300.0,Suzuki
107000.0,17000.0,First Owner,4.0,350.0,Royal Enfield
600000.0,16000.0,First Owner,5.0,821.0,Ducati
80000.0,3500.0,First Owner,3.0,150.0,Yamaha
75000.0,11050.0,First Owner,4.0,150.0,Suzuki
43778.0,948.0,First Owner,2.0,125.0,Hero
118000.0,11200.0,Second Owner,5.0,200.0,KTM
68000.0,10407.0,First Owner,5.0,150.0,Yamaha
27000.0,23000.0,First Owner,8.0,125.0,Bajaj
48500.0,5500.0,First Owner,2.0,100.0,Hero
15000.0,38000.0,First Owner,15.0,223.0,Hero
95000.0,23000.0,First Owner,5.0,200.0,KTM
145000.0,4500.0,First Owner,4.0,200.0,KTM
62000.0,11227.0,First Owner,3.0,150.0,Yamaha
25000.0,45000.0,First Owner,9.0,100.0,Hero
700000.0,100.0,First Owner,6.0,1198.0,Ducati
160000.0,3500.0,First Owner,3.0,500.0,Royal Enfield
47500.0,30000.0,First Owner,5.0,220.0,Bajaj
21000.0,38000.0,First Owner,9.0,150.0,Yamaha
18000.0,22000.0,First Owner,12.0,125.0,Yamaha
36000.0,54560.0,First Owner,8.0,223.0,Hero
52000.0,33150.0,First Owner,6.0,150.0,Yamaha
435000.0,5550.0,Second Owner,7.0,883.0,Harley-Davidson
68000.0,12077.0,First Owner,5.0,200.0,TVS
80000.0,5000.0,First Owner,4.0,220.0,Bajaj
110800.0,13300.0,First Owner,6.0,500.0,Royal Enfield
85000.0,16000.0,First Owner,2.0,160.0,TVS
145000.0,4000.0,First Owner,2.0,350.0,Royal Enfield
145000.0,3000.0,First Owner,3.0,400.0,Bajaj
149000.0,7000.0,First Owner,3.0,350.0,Royal Enfield
60000.0,4000.0,First Owner,2.0,100.0,Hero
140000.0,11000.0,First Owner,4.0,350.0,Royal Enfield
85000.0,15000.0,First Owner,7.0,200.0,KTM
86000.0,15000.0,First Owner,3.0,220.0,Bajaj
115000.0,15500.0,First Owner,4.0,350.0,Royal Enfield
83000.0,500.0,First Owner,3.0,150.0,Suzuki
85000.0,15000.0,First Owner,7.0,200.0,KTM
86000.0,15000.0,First Owner,3.0,220.0,Bajaj
115000.0,15500.0,First Owner,4.0,350.0,Royal Enfield
83000.0,500.0,First Owner,3.0,150.0,Suzuki
28000.0,35251.0,First Owner,12.0,180.0,Bajaj
14500.0,35000.0,First Owner,14.0,100.0,Hero
32000.0,22000.0,First Owner,5.0,110.0,Hero
62500.0,26000.0,First Owner,5.0,180.0,Bajaj
122500.0,10000.0,First Owner,3.0,150.0,Yamaha
24500.0,15000.0,First Owner,6.0,100.0,Bajaj
78500.0,26000.0,First Owner,4.0,200.0,TVS
102500.0,21000.0,First Owner,4.0,350.0,Royal Enfield
28000.0,28428.0,First Owner,9.0,110.0,TVS
130000.0,10149.0,First Owner,3.0,350.0,Royal Enfield
130000.0,7036.0,First Owner,3.0,350.0,Royal Enfield
115000.0,7593.0,First Owner,4.0,400.0,Bajaj
96000.0,17000.0,First Owner,6.0,200.0,KTM
29500.0,15798.0,First Owner,4.0,100.0,Bajaj
100000.0,4800.0,First Owner,4.0,150.0,Yamaha
177982.0,7000.0,First Owner,2.0,410.0,Royal Enfield
202000.0,11000.0,First Owner,2.0,410.0,Royal Enfield
950000.0,312.0,First Owner,3.0,1300.0,Suzuki
113000.0,28000.0,Third Owner,6.0,200.0,KTM
45400.0,23000.0,Second Owner,5.0,220.0,Bajaj
105000.0,16000.0,First Owner,4.0,350.0,Royal Enfield
885000.0,300.0,First Owner,2.0,959.0,Ducati
30000.0,50000.0,First Owner,6.0,150.0,Yamaha
22000.0,22000.0,First Owner,6.0,100.0,Bajaj
115000.0,10000.0,First Owner,4.0,350.0,Royal Enfield
55000.0,3000.0,First Owner,4.0,150.0,Bajaj
20000.0,55000.0,First Owner,9.0,125.0,Bajaj
56000.0,16500.0,First Owner,4.0,110.0,Hero
28000.0,36000.0,First Owner,5.0,100.0,TVS
44000.0,7329.0,First Owner,3.0,125.0,Hero
190000.0,8780.0,First Owner,2.0,400.0,Bajaj
78000.0,20000.0,First Owner,8.0,350.0,Royal Enfield
18787.0,28164.0,First Owner,10.0,125.0,Honda
51500.0,20600.0,First Owner,6.0,200.0,Bajaj
54200.0,5700.0,First Owner,6.0,220.0,Bajaj
175000.0,11277.0,First Owner,3.0,500.0,Royal Enfield
48000.0,26000.0,First Owner,7.0,220.0,Bajaj
40000.0,4000.0,First Owner,5.0,110.0,Honda
102400.0,11600.0,First Owner,4.0,400.0,Bajaj
65000.0,8800.0,First Owner,3.0,150.0,Yamaha
170000.0,2100.0,First Owner,4.0,390.0,KTM
12999.0,65000.0,First Owner,13.0,150.0,Bajaj
87000.0,20000.0,First Owner,6.0,200.0,KTM
45600.0,18000.0,Second Owner,5.0,220.0,Bajaj
42000.0,58000.0,First Owner,7.0,180.0,Bajaj
47000.0,24445.0,First Owner,8.0,200.0,Bajaj
31000.0,34525.0,First Owner,7.0,100.0,Bajaj
72500.0,19000.0,First Owner,4.0,150.0,Suzuki
80999.0,4000.0,First Owner,3.0,150.0,Suzuki
85000.0,9148.0,First Owner,6.0,200.0,Bajaj
60000.0,16000.0,First Owner,5.0,160.0,TVS
148999.0,3694.0,First Owner,4.0,400.0,Bajaj
49000.0,7524.0,First Owner,5.0,150.0,Bajaj
30000.0,23000.0,First Owner,8.0,100.0,Hero
140000.0,12800.0,First Owner,6.0,200.0,KTM
237818.0,1440.0,First Owner,2.0,390.0,KTM
56000.0,16500.0,First Owner,4.0,110.0,Hero
28000.0,36000.0,First Owner,5.0,100.0,TVS
23600.0,22672.0,Second Owner,6.0,150.0,Yamaha
100000.0,25000.0,First Owner,8.0,500.0,Royal Enfield
160700.0,10000.0,First Owner,3.0,200.0,KTM
78000.0,34200.0,First Owner,6.0,350.0,Royal Enfield
45000.0,7000.0,First Owner,4.0,150.0,Bajaj
60000.0,3490.0,First Owner,9.0,350.0,Royal Enfield
150000.0,7500.0,First Owner,5.0,200.0,KTM
37000.0,13500.0,First Owner,5.0,150.0,Bajaj
125000.0,11000.0,First Owner,5.0,350.0,Royal Enfield
70000.0,56353.0,First Owner,5.0,200.0,Bajaj
40000.0,25000.0,First Owner,7.0,220.0,Bajaj
62000.0,1123.0,First Owner,2.0,125.0,Yamaha
280000.0,1500.0,First Owner,2.0,650.0,Royal Enfield
44000.0,15000.0,First Owner,4.0,150.0,Bajaj
85000.0,31000.0,First Owner,7.0,350.0,Royal Enfield
51000.0,28000.0,First Owner,5.0,220.0,Bajaj
75000.0,11460.0,First Owner,3.0,220.0,Bajaj
160000.0,23000.0,First Owner,5.0,390.0,KTM
106000.0,1175.0,First Owner,2.0,200.0,Bajaj
599999.0,7800.0,Third Owner,5.0,675.0,Triumph
85000.0,15000.0,First Owner,7.0,250.0,Honda
31500.0,28653.0,First Owner,8.0,100.0,Hero
150000.0,8000.0,Second Owner,6.0,250.0,Hyosung
210000.0,2100.0,First Owner,2.0,295.0,Jawa
50000.0,3300.0,First Owner,4.0,125.0,Bajaj
29300.0,19000.0,First Owner,6.0,100.0,Bajaj
35740.0,20400.0,First Owner,4.0,125.0,Bajaj
24500.0,25000.0,First Owner,10.0,150.0,Yamaha
45000.0,18000.0,First Owner,7.0,223.0,Hero
210000.0,12000.0,First Owner,4.0,390.0,KTM
70000.0,56353.0,First Owner,5.0,200.0,Bajaj
37000.0,13500.0,First Owner,5.0,150.0,Bajaj
150000.0,7500.0,First Owner,5.0,200.0,KTM
71000.0,11000.0,First Owner,9.0,350.0,Royal Enfield
100000.0,25000.0,First Owner,8.0,500.0,Royal Enfield
160700.0,10000.0,First Owner,3.0,200.0,KTM
78000.0,34200.0,First Owner,6.0,350.0,Royal Enfield
45000.0,7000.0,First Owner,4.0,150.0,Bajaj
80400.0,5100.0,Second Owner,4.0,250.0,Yamaha
135000.0,2200.0,First Owner,4.0,350.0,Royal Enfield
350000.0,3100.0,First Owner,6.0,750.0,Harley-Davidson
57000.0,1500.0,First Owner,11.0,223.0,Hero
76000.0,3000.0,First Owner,2.0,200.0,Hero
42100.0,22560.0,First Owner,11.0,150.0,Bajaj
73000.0,16658.0,First Owner,6.0,150.0,Yamaha
366000.0,3135.0,First Owner,3.0,302.0,Benelli
61200.0,29000.0,Second Owner,3.0,160.0,Honda
82000.0,29860.0,First Owner,7.0,350.0,Royal Enfield
120000.0,12000.0,First Owner,5.0,350.0,Royal Enfield
40000.0,25000.0,First Owner,7.0,220.0,Bajaj
80000.0,7000.0,First Owner,3.0,160.0,TVS
81800.0,3700.0,First Owner,2.0,150.0,Suzuki
45900.0,27000.0,First Owner,6.0,220.0,Bajaj
125000.0,11000.0,First Owner,5.0,350.0,Royal Enfield
86200.0,9300.0,First Owner,4.0,200.0,Bajaj
40000.0,9000.0,First Owner,3.0,100.0,Hero
10000.0,21389.0,First Owner,12.0,150.0,Hero
155000.0,13500.0,First Owner,5.0,250.0,Hyosung
46000.0,24374.0,First Owner,6.0,200.0,Bajaj
215000.0,9600.0,First Owner,4.0,390.0,KTM
60000.0,3490.0,First Owner,9.0,350.0,Royal Enfield
23000.0,37000.0,First Owner,7.0,110.0,Honda
55250.0,7781.0,Second Owner,3.0,220.0,Bajaj
58000.0,7758.0,First Owner,2.0,110.0,Hero
66000.0,8000.0,First Owner,3.0,150.0,Yamaha
55000.0,32000.0,First Owner,7.0,223.0,Hero
89730.0,12100.0,First Owner,9.0,500.0,Royal Enfield
108000.0,26811.0,First Owner,6.0,350.0,Royal Enfield
314100.0,13500.0,First Owner,3.0,320.0,Yamaha
125000.0,16500.0,First Owner,39.0,350.0,Royal Enfield
18800.0,10401.0,First Owner,8.0,100.0,Hero
417000.0,13000.0,Second Owner,5.0,750.0,Harley-Davidson
105000.0,20500.0,First Owner,4.0,400.0,Bajaj
20000.0,19211.0,First Owner,6.0,110.0,Honda
88000.0,22500.0,First Owner,10.0,350.0,Royal Enfield
47000.0,14009.0,First Owner,2.0,125.0,Bajaj
95000.0,11000.0,First Owner,2.0,220.0,Bajaj
108000.0,2982.0,First Owner,3.0,150.0,Yamaha
186100.0,12000.0,First Owner,3.0,390.0,KTM
81500.0,3000.0,First Owner,1.0,125.0,Honda
20000.0,30806.0,First Owner,5.0,100.0,Bajaj
15000.0,55000.0,Second Owner,13.0,150.0,Bajaj
39000.0,5000.0,First Owner,5.0,150.0,Bajaj
102500.0,29000.0,First Owner,5.0,350.0,Royal Enfield
87000.0,15000.0,First Owner,7.0,350.0,Royal Enfield
118000.0,14500.0,First Owner,3.0,400.0,Bajaj
131100.0,6200.0,First Owner,4.0,350.0,Royal Enfield
85000.0,15000.0,First Owner,7.0,250.0,Honda
108000.0,26811.0,First Owner,6.0,350.0,Royal Enfield
131100.0,6200.0,First Owner,4.0,350.0,Royal Enfield
42000.0,19000.0,First Owner,5.0,160.0,Honda
45000.0,15000.0,First Owner,4.0,110.0,Honda
87000.0,15000.0,First Owner,7.0,350.0,Royal Enfield
102500.0,29000.0,First Owner,5.0,350.0,Royal Enfield
255000.0,2200.0,First Owner,3.0,310.0,BMW
78700.0,3710.0,First Owner,2.0,160.0,TVS
62800.0,38400.0,Second Owner,7.0,250.0,Honda
35000.0,18000.0,First Owner,6.0,150.0,Bajaj
33800.0,17000.0,First Owner,5.0,150.0,Bajaj
125000.0,21000.0,Third Owner,11.0,250.0,Kawasaki
146000.0,4700.0,First Owner,5.0,410.0,Royal Enfield
569400.0,3174.0,First Owner,6.0,899.0,Benelli
1900000.0,1700.0,First Owner,6.0,1800.0,Indian
600000.0,230.0,First Owner,1.0,650.0,Kawasaki
185000.0,3000.0,First Owner,2.0,200.0,KTM
32000.0,32000.0,First Owner,5.0,100.0,Hero
38000.0,21000.0,First Owner,4.0,125.0,Hero
35000.0,38717.0,First Owner,5.0,150.0,Bajaj
42000.0,1999.0,First Owner,3.0,150.0,Hero
9350.0,39822.0,Second Owner,13.0,150.0,TVS
330000.0,7500.0,First Owner,5.0,650.0,Kawasaki
36500.0,23000.0,First Owner,7.0,100.0,Hero
38000.0,17376.0,Second Owner,5.0,100.0,Hero
75000.0,33000.0,First Owner,8.0,350.0,Royal Enfield
255000.0,2200.0,First Owner,3.0,310.0,BMW
42000.0,19000.0,First Owner,5.0,160.0,Honda
230000.0,9500.0,First Owner,4.0,300.0,Benelli
31500.0,20000.0,First Owner,8.0,160.0,TVS
35000.0,18000.0,First Owner,6.0,150.0,Bajaj
62800.0,38400.0,Second Owner,7.0,250.0,Honda
46000.0,35000.0,First Owner,16.0,350.0,Royal Enfield
109900.0,8600.0,First Owner,5.0,350.0,Royal Enfield
9350.0,39822.0,Second Owner,13.0,150.0,TVS
35000.0,18000.0,First Owner,5.0,150.0,Bajaj
65000.0,18000.0,First Owner,3.0,160.0,Bajaj
175000.0,1800.0,First Owner,2.0,295.0,Jawa
126000.0,23000.0,First Owner,4.0,350.0,Royal Enfield
25000.0,29000.0,First Owner,9.0,125.0,Honda
89000.0,5000.0,First Owner,2.0,150.0,Honda
160000.0,7500.0,First Owner,2.0,350.0,Royal Enfield
130000.0,15000.0,First Owner,2.0,200.0,Bajaj
33500.0,26000.0,Second Owner,12.0,125.0,Honda
128000.0,8000.0,First Owner,3.0,150.0,Yamaha
143000.0,7000.0,First Owner,3.0,350.0,Royal Enfield
31000.0,31464.0,Second Owner,9.0,135.0,Bajaj
72000.0,7419.0,First Owner,3.0,150.0,Suzuki
108500.0,10000.0,First Owner,2.0,200.0,TVS
74500.0,10000.0,First Owner,4.0,220.0,Bajaj
24000.0,6300.0,First Owner,4.0,100.0,Bajaj
80000.0,17000.0,First Owner,3.0,220.0,Bajaj
81000.0,22000.0,First Owner,3.0,220.0,Bajaj
115000.0,15000.0,Second Owner,5.0,350.0,Royal Enfield
130000.0,15000.0,First Owner,2.0,200.0,Bajaj
33500.0,26000.0,Second Owner,12.0,125.0,Honda
128000.0,8000.0,First Owner,3.0,150.0,Yamaha
143000.0,7000.0,First Owner,3.0,350.0,Royal Enfield
31000.0,31464.0,Second Owner,9.0,135.0,Bajaj
72000.0,7419.0,First Owner,3.0,150.0,Suzuki
108500.0,10000.0,First Owner,2.0,200.0,TVS
74500.0,10000.0,First Owner,4.0,220.0,Bajaj
24000.0,6300.0,First Owner,4.0,100.0,Bajaj
80000.0,17000.0,First Owner,3.0,220.0,Bajaj
81000.0,22000.0,First Owner,3.0,220.0,Bajaj
115000.0,15000.0,Second Owner,5.0,350.0,Royal Enfield
56500.0,10000.0,First Owner,2.0,110.0,Hero
75000.0,16000.0,First Owner,4.0,220.0,Bajaj
72000.0,32542.0,First Owner,6.0,150.0,Yamaha
73000.0,7461.0,First Owner,4.0,150.0,Suzuki
69500.0,28000.0,First Owner,6.0,200.0,Bajaj
78500.0,9800.0,First Owner,3.0,160.0,TVS
87000.0,7000.0,First Owner,2.0,160.0,TVS
40000.0,16688.0,Second Owner,6.0,180.0,TVS
145000.0,16000.0,First Owner,5.0,300.0,Mahindra
265000.0,12900.0,First Owner,2.0,650.0,Royal Enfield
235000.0,7000.0,First Owner,4.0,300.0,Benelli
400000.0,3000.0,First Owner,6.0,750.0,Harley-Davidson
30000.0,11000.0,First Owner,13.0,110.0,Honda
140000.0,14000.0,First Owner,5.0,200.0,KTM
98000.0,17000.0,First Owner,3.0,250.0,Yamaha
74500.0,5432.0,Second Owner,6.0,350.0,Royal Enfield
75000.0,3419.0,First Owner,3.0,200.0,TVS
27500.0,25757.0,First Owner,8.0,125.0,Hero
10200.0,71474.0,First Owner,12.0,150.0,TVS
57000.0,17000.0,First Owner,5.0,150.0,Bajaj
21000.0,34688.0,First Owner,13.0,160.0,TVS
68500.0,8100.0,First Owner,3.0,160.0,Bajaj
174500.0,7900.0,First Owner,3.0,250.0,KTM
108000.0,20000.0,First Owner,5.0,350.0,Royal Enfield
32000.0,32000.0,First Owner,5.0,100.0,Hero
38000.0,21000.0,First Owner,4.0,125.0,Hero
35000.0,38717.0,First Owner,5.0,150.0,Bajaj
75000.0,3419.0,First Owner,3.0,200.0,TVS
400000.0,3000.0,First Owner,6.0,750.0,Harley-Davidson
50000.0,12000.0,First Owner,4.0,150.0,Suzuki
118000.0,12000.0,First Owner,7.0,535.0,Royal Enfield
27500.0,25757.0,First Owner,8.0,125.0,Hero
33000.0,17525.0,First Owner,5.0,125.0,Hero
150000.0,9000.0,First Owner,4.0,200.0,KTM
70000.0,5000.0,First Owner,4.0,220.0,Bajaj
105000.0,13200.0,First Owner,6.0,350.0,Royal Enfield
135000.0,5000.0,First Owner,4.0,400.0,Bajaj
140000.0,7500.0,First Owner,4.0,400.0,Bajaj
26000.0,28000.0,First Owner,8.0,110.0,Hero
230000.0,1100.0,First Owner,4.0,390.0,KTM
53000.0,25000.0,First Owner,5.0,125.0,Honda
76000.0,7500.0,First Owner,4.0,150.0,Bajaj
135000.0,7000.0,First Owner,4.0,400.0,Bajaj
45000.0,10200.0,First Owner,4.0,125.0,Bajaj
60000.0,3500.0,First Owner,4.0,150.0,Bajaj
40000.0,15000.0,First Owner,4.0,110.0,Hero
133000.0,8000.0,First Owner,4.0,350.0,Royal Enfield
25000.0,33000.0,First Owner,7.0,100.0,Bajaj
99999.0,5500.0,First Owner,3.0,150.0,Suzuki
130000.0,14500.0,Second Owner,8.0,250.0,Honda
25000.0,40688.0,First Owner,5.0,100.0,Hero
75000.0,15000.0,First Owner,4.0,220.0,Bajaj
53000.0,10000.0,First Owner,5.0,180.0,Bajaj
25000.0,16801.0,First Owner,6.0,125.0,Suzuki
46500.0,21342.0,First Owner,5.0,150.0,Bajaj
18999.0,38669.0,Third Owner,6.0,110.0,Mahindra
17800.0,10000.0,First Owner,8.0,110.0,Mahindra
52000.0,17000.0,First Owner,4.0,180.0,Bajaj
70000.0,13500.0,First Owner,4.0,160.0,Honda
85000.0,7350.0,First Owner,5.0,150.0,Yamaha
150000.0,4000.0,First Owner,2.0,350.0,Royal Enfield
115000.0,27000.0,First Owner,5.0,350.0,Royal Enfield
93200.0,6500.0,First Owner,5.0,150.0,Honda
155000.0,21250.0,First Owner,5.0,390.0,KTM
